title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,disney+,imdb_raw,rotten_raw,themes,description
Woodwalkers,2017,0,0,14/100,0,0,1,0,0.0,14.0,Reality-TV,"Searching for a meaningful career, determined students face off against a grueling training regiment to become professional lineworkers."
The Red Booth,2017,0,0,14/100,0,0,1,0,0.0,14.0,News Talk-Show,"Classic pinup style TV show hosted and created by Kimberly Quigley. Independently produced, this interview and variety show features up-and-coming and well-known artists."
PRIME JAPAN,2016,0,0,14/100,0,0,1,0,0.0,14.0,Documentary,"Documentary series in pursuit of ""Japan's Heart"" exploring themes such as sushi, sake, tea, ramen, Zen, design, fashion, crafts and other elements."
Lockout,2016,0,0,14/100,0,0,1,0,0.0,14.0,Action Sci-Fi Thriller,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the President's daughter from an outer-space prison taken over by violent inmates.
Dinosaur Britain,2015,0,0,14/100,0,0,1,0,0.0,14.0,,"This two-part British documentary on ITV tells the story of many of the dinosaurs that once roamed Great Britain, revealing how they hunted, what they ate and how they died from the evidence revealed from their bones. Presenter Ellie Harrison teams up with young paleontologist De... Read all"
F'd,2015,0,0,14/100,0,0,1,0,0.0,14.0,Comedy,The series follows three people who survive the apocalypse and live together.
Tea Time with Tayla,2011,0,0,13/100,0,0,1,0,0.0,13.0,Family,Tayla does sing-a-longs and nursery rhymes for kids.
Wildest Middle East,2015,0,0,13/100,0,0,1,0,0.0,13.0,Documentary,"This documentary features the forests, deserts, mountains, rivers, seas, flora and fauna in Middle Eastern countries such as Turkey, Egypt, Arabia and Jordan."
Mafia Queens,2018,0,0,13/100,0,0,1,0,0.0,13.0,Documentary,"Women, who in camorra strictly men's world, reached the top of crime hierarchy led their clans instead of men. Each path to this position was different, each mafia's queen was unique, but they all were motivated to achieve their goal."
Home Remedy,2017,0,0,13/100,0,0,1,0,0.0,13.0,Comedy,A 30-year-old bachelor who refuses to leave his house strikes up a relationship with a neurotic neighbor.
Learn with Ethan The Dump Truck,2016,0,0,13/100,0,0,1,0,0.0,13.0,Animation Family,"Ethan is a small yet very active dump truck. He is always rushing into new adventures, and tries to learn as much as he can through the games he plays."
Titipo Titipo,2017,0,0,13/100,0,0,1,0,0.0,13.0,Animation,Titipo is the new train in town who's just about to learn how to take passengers and live with other train and vehicle friends. He's fully ready and very excited to operate!
Oh My General,2017,0,0,13/100,0,0,1,0,0.0,13.0,Drama Romance,"During the Song Dynasty, Ye Zhao cross dresses to become a general of outstanding ability, receiving a top rank of general."
Egotastic FunTime!,2017,0,0,13/100,0,0,1,0,0.0,13.0,Comedy,"Welcome to Egotastic FunTime! This Adult Swim style show is written, filmed and produced by JP....a guy who gets off work and goes home and makes comedy videos. Whether he's ranting about trivial events in his life, commenting on a movie trailer, or playing video games, JP has a ... Read all"
Partners in Crime,2011,0,0,13/100,0,0,1,0,0.0,13.0,Crime Drama History,"Agatha Christie's crime-fighting duo, Tommy and Tuppence Beresford, solve mysteries and search for enemy spies in 1950s Britain."
From Beyond,2017,0,0,13/100,0,0,1,0,0.0,13.0,Horror Sci-Fi,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms."
Revival Radio TV,2017,0,0,13/100,0,0,1,0,0.0,13.0,,Revival Radio TV is about Awakenings and Revivals from all over the world. Did you know we have revival fires popping up all over the world right now? Revival Radio features historical revivals and current day ones. Come share our journey of exploration and joy! Discover the hero... Read all
Spectre Analysis,2017,0,0,13/100,0,0,1,0,0.0,13.0,Mystery,"Three guys from Gloucester, with only a handful of kit and handheld cameras, will investigate some of the most haunted locations around the UK."
I Declare War: The Series,2016,0,0,13/100,0,0,1,0,0.0,13.0,Action Comedy Drama,Summer war games between neighborhood kids turn deadly serious when jealousy and betrayal enter the mix.
Blood and Water,2015,0,0,13/100,0,0,1,0,0.0,13.0,Drama Mystery,A local teen uncovers her family's secret past and navigates the complicated world of a South African high school.
Besties,2013,0,0,13/100,0,0,1,0,0.0,13.0,Drama Romance,"Nedjma is spending her days hanging out with her squad. However, everything changes when her path collides with Zina, the newly arrived cousin of the leader of a rival squad."
The Sweet Spot: A Treasury of Baseball Stories,2016,0,0,13/100,0,0,1,0,0.0,13.0,Documentary,"""The Sweet Spot: A Treasury of Baseball Stories"" is an original TV documentary anthology series featuring the human side of America's national pastime. It's the first TV series to capture the voices of those who weave the tapestry of baseball in America: coaches, players, bat boy... Read all"
Cosmic Kids Yoga Adventures,2012,0,0,13/100,0,0,1,0,0.0,13.0,Sport,"Using adventure stories, the instructor talks kids through different yoga poses."
Iria: Zeiram The Bounty Hunter,1994,0,0,13/100,0,0,1,0,0.0,13.0,Animation Action Horror,A monster hunter goes after a beast that could be her brother.
The Ridge: Origins,2016,0,0,13/100,0,0,1,0,0.0,13.0,Comedy Drama Sci-Fi,A series about surveillance and superpowers in one of Brooklyn's largest Arab and Muslim communities.
Hitler's Holocaust,2001,0,0,13/100,0,0,1,0,0.0,13.0,Documentary History,"Under the guidance of Simon Wiesenthal, documents the year-long process leading up to 'the Final Solution' using newly accessible Eastern European archives, first-hand eyewitness accounts and world renowned historians."
Lucas el Camioncito,2016,0,0,13/100,0,0,1,0,0.0,13.0,,"Popular YouTubers Bigbst4tz2 and Sky Does Minecraft play hide an seek in pop-culture themed worlds, built with Minecraft."
Human Nature,2013,0,0,13/100,1,0,1,0,0.0,13.0,Comedy Drama,"A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape."
Esovision Relaxation,2007,0,0,13/100,0,0,1,0,0.0,13.0,Documentary,"In an increasingly hurried and busy world, it is important to take time out to relax, to recharge one's batteries, chillout and perhaps enjoy a little self-indulgence. This is a special journey that relaxes the mind and soothes the soul."
"In Sanity, Florida",2017,0,0,13/100,0,0,1,0,0.0,13.0,Comedy,"The crazy antics of a small coastal village that banned music ninety-two years ago, and its quirky residents are told through the eyes of a young women whose love for her town and caring for her hypochondriac grandmother prevents her from becoming the singer she longs to be."
Fish Mavericks,2017,0,0,13/100,0,0,1,0,0.0,13.0,Reality-TV,"This outrageous reality television show centers on two brothers and a brother in law from New Jersey and two brothers from Virginia. Each week, these unscripted characters travel to diverse locations to experience the local culture, fish, and sometimes compete in tournaments. Joi... Read all"
Tiny Trucks,2018,0,0,13/100,0,0,1,0,0.0,13.0,Animation Family,"Charlie the Crane, Billy the Bulldozer and Ed the Excavator are the ingenious Tiny Trucks. Those small but clever construction trucks assemble pieces of funny trucks and attractions. Ice cream trucks, giant slides, fire trucks, and so more. Learn and have fun with the Tiny Trucks... Read all"
Wonder Balls,2015,0,0,13/100,0,0,1,0,0.0,13.0,Animation Comedy Musical,"Enjoy parades of unique and fun ball characters. Wonder Balls bring the best performances to the stage. When they meet, they start playing right away. Brush Ball, Sponge Ball, Water Ball, Accordion Ball, Castanets Ball, Xylophone Ball and more join to complete stories of vivaciou... Read all"
Ruining History,2017,0,0,13/100,0,0,1,0,0.0,13.0,Comedy History,A rotating panel of BuzzFeed's most inquisitive minds learn the ridiculously strange details of history's most iconic and unbelievable stories.
pocket.watch Challenge Squad,2018,0,0,13/100,0,0,1,0,0.0,13.0,Family,"Sour gummies. Sticky slime. Messy challenges. Live from pocket.watch studios, our teams face-off in the most epic challenges, whether it's dodging pies, battling giant video games in real life, or exploding a trashcan full of cereal. Nothing can stop the pocket.watch Challenge Sq... Read all"
Hardly Working,2008,0,0,13/100,0,0,1,0,0.0,13.0,Comedy,"In Jerry Lewis's first film in a decade, he plays Bo Hooper, an unemployed circus clown who can't seem to hold down a job. The film opens with a brief montage of clips from past Lewis movies. He then moves into a succession of jobs that he gets himself fired from including a gas ... Read all"
BabyFirst Halloween Special,2017,0,0,13/100,0,0,1,0,0.0,13.0,,It's BabyFirst Halloween Special with all your favorite shows.
The Crusaders,2005,0,0,13/100,0,0,1,0,0.0,13.0,Adventure Drama,"Towards the end of the 11th century, three friends - bell founder Peter, baron's son Richard and shepherd Andrew - set off to join The Crusades, after watching soldiers returning from Jerusalem."
Fred Dinenage Murder Casebook,2010,0,0,13/100,0,0,1,0,0.0,13.0,Documentary Crime,"Fred Dinenage takes a fresh new look at the murders that shocked the United Kingdom in the 20th century, and the killers that committed them. Dinenage was not only the official biographer to the Kray brothers, the foremost perpetrators of organized crime in London's East End duri... Read all"
Life of Jesus,2017,0,0,13/100,0,0,1,0,0.0,13.0,Drama Romance,"A social movie about current life in the north of France. Freddy and his friends are all unemployed. They pass away time by wandering around on their motorcycles and by directing their aggressive feelings towards Arab immigrants. Freddy is in love with Marie, a cashier at a local... Read all"
The World's Best Chefs - The Toque 12,2013,0,0,13/100,0,0,1,0,0.0,13.0,Reality-TV,"Chef Phillip Davenport introduces us to ten of the world's top chefs who are all congregating in Singapore at the same time for a series of fun master classes where you are guaranteed to learn something new, useful, and innovative."
SMOSH Babies,2013,0,0,13/100,0,0,1,0,0.0,13.0,Animation,"Before Ian and Anthony were stupid adults, they were even stupider babies."
Pinkfong! Animal Songs,2017,0,0,13/100,0,0,1,0,0.0,13.0,Short Family Music,"Enjoy a collection of songs about animals beloved by children, including our hit songs ""Baby Shark"" and ""Did You See My Tail?"" Meet Pinkfong's fun, educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and sto... Read all"
Impossible Peace,2017,0,0,13/100,0,0,1,0,0.0,13.0,Documentary,The First World War claimed a life every twenty five seconds for four years. What had been the point of it all? It was believed that World War One was the 'war to end all wars'. But 20 years after the guns fell silent the war drums were banging again-louder and more lethal before... Read all
Faaail!,2016,0,0,13/100,0,0,1,0,0.0,13.0,Comedy,"About Jerome's disastrous speed dating experiences. He was looking for love, he found the trouble."
Fifi: Cat Therapist,2014,0,0,13/100,0,0,1,0,0.0,13.0,Animation,"When her owners leave the house, Fifi begins her day as therapist to the neighborhood creatures. The critters problems are never deep but always hysterical."
Gym Class Science,2015,0,0,13/100,0,0,1,0,0.0,13.0,Comedy,"Welcome to Gym Class Science, the show where sports and science collide - LITERALLY!"
Pinkfong! Dinosaur Songs,2014,0,0,13/100,0,0,1,0,0.0,13.0,,"Shake it! Shake it! Sing and move your body with awesome dinosaurs and learn their names. Meet Pinkfong's fun, educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and stories created by Pinkfong, the officia... Read all"
All Your History Are Belong To Us,2012,0,0,13/100,0,0,1,0,0.0,13.0,History,"Uncover the dirt behind your favorite video game franchises on ""All Your History""."
3 Rabbits,2017,0,0,13/100,0,0,1,0,0.0,13.0,Animation,The cute 3D show about 3 identical Rabbits and their hilarious adventure to find and eat deliciously mouth-watering carrots. Every rabbit is trying to make sure that they get hold of the elusive carrot in this crazy series of one-upmanship.
Inside Scotland Yard with Trevor McDonald,2016,0,0,13/100,0,0,1,0,0.0,13.0,Documentary,"In this documentary series, Sir Trevor McDonald gains unprecedented access into the Metropolitan Police's headquarters to explore landmark investigations, as Scotland Yard moves to a new home."
Travel the Road,2016,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"The journey continues as missionaries Tim Scott and Will Decker return home to America. We now find them struggling to adjust to life in Los Angeles where everything seems so foreign. After surviving a near fatal car accident, these two daring missionaries say a painful goodbye t... Read all"
The Union Series,2016,0,0,10/100,0,0,1,0,0.0,10.0,Drama,Crime drama series in the city of Detroit involving five crime families vying for control of the city.
Another Dirty Room,2016,0,0,10/100,0,0,1,0,0.0,10.0,Documentary Comedy,"A documentary crew rents rooms in seedy hotels and motels; then, investigates the state of the room they've rented, including its bathroom, beds, furniture, floors, and walls."
Please Tell Me I'm Adopted!,2017,0,0,10/100,0,0,1,0,0.0,10.0,Short Comedy,"When Tiffany Grant loses her boyfriend, job, & home all in one day, she moves in with her sister Emma and Emma's husband Bob to regroup and ""find herself"" with outrageous and hilarious comedic consequences!"
Underworld Wrestling,2018,0,0,10/100,0,0,1,0,0.0,10.0,Action Sport,"Underworld fight club has existed in the shadows for centuries, but this secrecy has recently been broken with the election of a new sinister and crazed president whose first order of command is to hold public demonstrations of violence."
Best Laid Plans,2010,0,0,10/100,0,0,1,0,0.0,10.0,Crime Drama Thriller,"A botched robbery leads two crooks and an unwitting buddy into a web of passion, crime and murder in this twist-laden film noir."
Designer Guys,2018,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"Allen, Matt, and Anwar are the best in the biz. Be it a total design overhaul or aesthetic upgrade, commercial venue or family home, this team of designer dudes create amazing spaces tailor-made to their clients' needs. Watch them throughout the entire design process - from bland... Read all"
Learn with Ted The Train,2016,0,0,10/100,0,0,1,0,0.0,10.0,Animation Family,"Ted the Train is a good friend of Dino the Dinosaur and Ethan the Dumpt Truck. Learn the colors, the numbers or the shapes with Ted the Train. It is better to learn with fun!. That is why Ted is here."
FUNnel Vision: Challenges,2018,0,0,10/100,0,0,1,0,0.0,10.0,Sport,"FUNnel Vision is a family of 6 with 4 kids Lexi, Michael, Chase and the baby brother Shawn. We like to say Have A FUNnel Day."
Board AF,2016,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,Board AF is our table top game show. We'll be playing all kinds of board and card games.
The Wild Life,2014,0,0,10/100,0,0,1,0,0.0,10.0,Comedy Drama,A high-school wrestler parties with his buddy at a swinging-singles apartment complex.
Alba's Cuban Kitchen,2017,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"Cuban-born Alba Yates shares eighty-year-old original Cuban recipes that she learned from her ninety-year-old mom. Alba came to the United States at age six. She worked for over twenty-five years as an L.A. County Deputy Sheriff. After retiring from the Sheriff's Department, her ... Read all"
Leo the Truck,2015,0,0,10/100,0,0,1,0,0.0,10.0,Animation Family,Leo is a dump truck who is very curious and inquisitive. He loves to build things and see how they work.
US Bounty Hunters,2014,0,0,10/100,0,0,1,0,0.0,10.0,Action Reality-TV,"A realty television show about Bounty Hunters, in the style of ""COPS"""
SAS Rogue Warriors,2017,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"Journalist and author Ben Macintyre uses the archives of the SAS to examine the history of the famed British Army special forces unit. He combines documents, unseen footage and interviews to tell its story."
All the Pizza,2016,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,A psychedelic journey through the subculture of Pizza.
I Pranked My Parents,2014,0,0,10/100,0,0,1,0,0.0,10.0,Comedy,Ever wish you could play a silly prank on your parents? Well now you can! Every week kids get to turn the tables and trick mom or dad on...I Pranked My Parents!
America Unveiled,2018,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"In this series Tom Hubbard travels throughout the heartland of America and brings you those interesting people and places that are not commonly known, but should be. From the rural countryside, to the bustle of the cities, America Unveiled showcases that which is not on the mains... Read all"
Snowdonia 1890,2010,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"Two families travel back in time to live as 1890s smallholders on Mount Snowdon. For a month, the Braddocks and the Joneses live in neighbouring farm cottages, facing a battle for survival against a backdrop of barren mountainous terrain."
Cosmic Journeys,2009,0,0,10/100,0,0,1,0,0.0,10.0,Documentary Short,Gentle documentaries about different aspects of our cosmos. Visually stunning.interesting narration.
Socially Awkward,2017,0,0,10/100,0,0,1,0,0.0,10.0,Comedy,"Meet Scott, Barry, Olivia and Gabbi, four friends experiencing their first parties as college freshmen. While Scott and Olivia struggle to make a tricky romance work despite the schemes of her ex-boyfriend Lance, Barry and Gabbi struggle to guide their friends through the complex... Read all"
My Animal Friends,2018,0,0,10/100,0,0,1,0,0.0,10.0,Family,"This series is a unique look at the early life and development of young animals, edited and narrated from the viewpoint of the animal's themselves. As children explore the wonders of animal life, their natural fascination will deepen into a true love and appreciation of animals."
An Egg's Guide to Minecraft,2012,0,0,10/100,0,0,1,0,0.0,10.0,Animation Short Comedy,Jason the Egg finds himself in a strange world made of cubes. He begins his journey through the vast landscapes meeting new and interesting characters. This series is not approved by or associated with Mojang.
Pinkfong! Healthy Habit Songs,2017,0,0,10/100,0,0,1,0,0.0,10.0,Animation Family Music,"Sing with Pinkfong and learn how to form healthy habits. Meet Pinkfong's fun, educational, videos that captured the hearts of millions of children around the world. Enjoy hundreds of kid's favorite songs and stories created by Pinkfong, the official creator of global hit Baby Sha... Read all"
Switzerland's Amazing Train Rides,2014,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"Join host Jeff Wilson and PBS award-winning photographers as they ride through a Swiss Alps train adventure. The wonders of the Alps exhilarate travelers as they travel through stunning scenic routes and the great, iconic Matterhorn, a 14,600-foot peak that overlooks the charming... Read all"
Holy Wars,2004,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"Take one Muslim advocate for global jihad and put him in a room with one conservative Christian on a mission to evangelize the world's Muslims. Which man will be left standing? Touching down in four hotbeds of religious fundamentalism - Pakistan, Lebanon, UK, and heartland Americ... Read all"
Gourmet Makes,2018,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,Web series in which Claire Saffitz from Bon Appetit tries to replicate well-known candy and confectionery.
Bogus Beauty,2017,0,0,10/100,0,0,1,0,0.0,10.0,Comedy,A team of beauty enthusiasts (and definitely not scientists) investigate pop culture's biggest beauty and style mysteries.
Beyond Invention,2004,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"Beyond Invention is a series about the scientists, inventors and researchers who search for truth beyond normal boundaries and shatter our illusions of reality."
Fishstick & Honeybear,2014,0,0,10/100,0,0,1,0,0.0,10.0,Animation,"Every day is an adventure when best friends and roommates Fishstick and Honeybear hang out, or is it really? While Fishstick is a little rough around the edges and Honeybear is sometimes too sweet, this dynamic duo always has a great time. Watch their annoying habits, nutty neigh... Read all"
Car Patrol of Car City,2017,0,0,10/100,0,0,1,0,0.0,10.0,Animation Family,"Mat the police car and Franck the fire truck are the fearless detectives of the Car Patrol. Every time a vehicle in Car City gets into a trouble, the Car Patrol is there to make sure that everyone is safe. Join the Car Patrol in solving the mysteries of Car City."
Desperate Widows,2016,0,0,10/100,0,0,1,0,0.0,10.0,Drama,A recent widow takes what's left of her family to a commune-for-Moms. Uncovers black market human trafficking by the Mommune's corrupt owner and must fight to keep herself and her daughter from becoming the next victims.
Astrid Strudelman The Unicorn Whisperer,2014,0,0,10/100,0,0,1,0,0.0,10.0,Animation,"The trials and tribulations of Astrid Strudelman, the Unicorn Whisperer."
My Prom Makeover,2014,0,0,10/100,0,0,1,0,0.0,10.0,,Teen Vogue's Elaine Welteroth and Andrew Bevan host a special makeover show that is all things prom style! They pick four lucky girls and give them a whole new look for their big day. Talk about a prom to remember!
Operation Shadow,2017,0,0,10/100,0,0,1,0,0.0,10.0,Thriller,Elina Travushka's destiny and life will change when a group of shadow government agents intercept her path.
Supernova,2005,0,0,10/100,0,1,1,0,0.0,10.0,Drama Romance,"Sam and Tusker are traveling across England in their old RV to visit friends, family and places from their past. Since Tusker was diagnosed with dementia two years ago, their time together is the most important thing they have."
Eat Yourself Sexy,2009,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"International nutrition sensation, Gillian McKeith, knows you can eat yourself sexy in just eight weeks - And she's about to transform the lives of thirteen women to prove it."
The Hunting Public,2017,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,Deer hunting public land across the Midwest using a variety of tactics.
Dream Town,2015,0,0,10/100,0,0,1,0,0.0,10.0,Documentary Drama Fantasy,"Part documentary, part fiction, the film takes place in Barentsburg, a Russian coal-mining town on a Norwegian Island located in the northernmost inhabited place in the world. Set in this isolated, as well as environmentally and economically devastated space, the film documents t... Read all"
Game Bang,2013,0,0,10/100,0,0,1,0,0.0,10.0,Comedy Game-Show,Six gamers get together and play video games
Invisivle TOKYO,2016,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"A new style of documentary that follows the cultural leaders who are dragging Tokyo into the ""now."""
Dibo the Gift Dragon,2012,0,0,10/100,0,0,1,0,0.0,10.0,Animation,"Meet Dibo, a kindhearted dragon with a love of learning, friendship, and magical adventure!"
Wide World of Kids,2013,0,0,10/100,0,0,1,0,0.0,10.0,Fantasy,"Hosts Jason Hervey & Scott Grimes adventure around the world to meet amazing kids doing incredible achievements. Travel locations include United States of America, South America, Europe, & Asia. Jason & Scott, along with special guest stars, attempt many of these spectacular, and... Read all"
Tom the Tow Truck,2016,0,0,10/100,0,0,1,0,0.0,10.0,Family,"Tom the Tow Truck is an ingenious mechanic, always there to help his friends. When accidents happen in Car City, Tom gets them into his garage and repairs them. Follow him in his important mission."
Finding the Future,2017,0,0,10/100,0,0,1,0,0.0,10.0,Documentary Sci-Fi,"For over a century science fiction writers and readers have speculated about where humanity is heading. Now, it almost seems we're living in a world taken straight from the pages of their futuristic fantasies."
Puppy Prep,2018,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,Puppy Prep follows a class of special young pups as they learn the unique skills needed to assist millions of American men and women every day as assistance dogs.
Five Minute Fairy Tales,2017,0,0,10/100,0,0,1,0,0.0,10.0,,Five minute animations of classic fairy tales for all the family to enjoy.
Haus of Schreck,2018,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"Meet the Schreck family. At first you may think of green ogres from that popular movie series. Although Schreck is the German word used for ""to frighten"" and Rick has been told his name was kind of a self fulfilling prophecy, meeting this bunch would give you the exact opposite i... Read all"
Dombey and Son,1983,0,0,10/100,0,0,1,0,0.0,10.0,Drama,"The dream of Paul Dombey, the wealthy owner of the shipping company, is to have a son to continue his business. Tragically, Dombey's wife dies shortly after giving birth to their son."
Missy Mila Twisted Tales,2015,0,0,10/100,0,0,1,0,0.0,10.0,Animation,"Meet Missy Mila, a young woman who loves adventure! In each episode, Missy takes us back in time for magical tales of pirates, royals, jokers, and all types of characters!"
The Big Flip,2009,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,"The flip is on in this documentary series. Friends and business partners Randy Mackay and John Stassen work to buy four properties, give them a tune up, and get them sold by the end of the year!"
Pinkfong! Baby Shark Special,2017,0,0,10/100,0,0,1,0,0.0,10.0,Family,"Enjoy a collection of ""Baby Shark"" songs. Meet Pinkfong's fun, educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and stories created by Pinkfong, the official creator of global hit Baby Shark behind #BabyS... Read all"
Model Diaries,2017,0,0,10/100,0,0,1,0,0.0,10.0,Reality-TV,Model Diaries follows top models from sunrise to sunset to showcase a day in the life of this sensationalized career.
Strange Curiosity,2016,0,0,10/100,0,0,1,0,0.0,10.0,Documentary Short,"""Strange Curiosity"" is the culmination of our interest for paranormal subjects coupled with a experienced eye for production quality and cinematic storytelling. It is the canvas for us to paint the picture we see deep in our minds for not only the entertainment of the viewer, but... Read all"
Tales of Morrissa,2017,0,0,10/100,0,0,1,0,0.0,10.0,Fantasy,"Safe in suburbia, three sisters are being raised by their reclusive uncle, a successful fantasy series writer. On his way to a convention, he disappears. Rabid fans of his fantasy series, Tales of Morrissa? With the help of their aunt and a police detective, they must track down ... Read all"
Little Big Awesome,2016,0,0,10/100,0,0,1,0,0.0,10.0,Animation Short Adventure,"Two inseparable buddies, Gluko and Lennon, are in for a wonderfully strange adventure. Not only must they get a lost little bubble back home to Bubble Land, they need to make it back in time to stop a group of adorable yet naughty kittens from messing up Grandma's house."
Laver Cup 2018,2018,0,0,10/100,0,0,1,0,0.0,10.0,Sport,"Watch Team Europe take on Team World at the 2018 Laver Cup, Live from Chicago's United Center."
Dropping the Soap,2017,0,0,10/100,0,0,1,0,0.0,10.0,Comedy,Behind the scenes of a failing soap opera the cast and crew try desperately to hold it together.
Onyx Kids,2016,0,0,10/100,0,0,1,0,0.0,10.0,Family,"Welcome to Onyx Kids. We are a family-friendly channel and love to play with toys, have cool adventures, and get into some funny situations."
Minecraft Survival with Brick Show Brian!,2016,0,0,10/100,0,0,1,0,0.0,10.0,,"Have a very happy holiday season by tuning in to some Minecraft Survival. Watch Brian as he digs, plants, and builds through twelve whole episodes of Minecraft using the Festive texture pack."
Tanlines,2011,0,0,10/100,0,0,1,0,0.0,10.0,Adventure,"Six friends, on their last holiday together after college, head to Goa before they all go their own ways. Little do they know what this trip beckons - new friendships, hard breakups, hidden fears, a bit of love, a little more lust and a lot of growing up."
Designing Ireland,2015,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,A landmark four-part series that takes viewers to the heart of Irish design: from beautifully crafted furniture to award-winning buildings to cutting-edge product design.
Red Dust,2013,0,0,10/100,0,0,1,0,0.0,10.0,Drama Romance,The owner of a rubber plantation becomes involved with the new wife of one of his employees.
Blue City,2015,0,0,10/100,0,0,1,0,0.0,10.0,Action Crime Drama,"A drifter returns to his Florida hometown only to discover that his father, the local mayor, was mysteriously murdered during his absence. Vowing to find the killer and avenge his father's death, he starts his own investigation."
Wedding Season,2017,0,0,10/100,0,0,1,0,0.0,10.0,Action Adventure Comedy,"We meet Katie on her wedding day, surrounded by the dead bodies of her new husband and every member of his family. The police think Katie's lover Stefan did it. Stefan thinks Katie did it. Katie thinks her ex-husband did it. No one knows what the truth is."
Flood,2008,0,0,10/100,0,0,1,0,0.0,10.0,Action Drama Thriller,"When a raging storm coincides with high seas it unleashes a colossal tidal surge, which travels mercilessly down England's East Coast and into the Thames Estuary. It is not a question of if, but when London floods."
Our American Family,2012,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"An honest, unfiltered look at a close-knit Philadelphia family dealing with generational substance abuse."
Inside Hitler's Killing Machine,2016,0,0,10/100,0,0,1,0,0.0,10.0,Documentary,"May 1945: With the end of World War II and the surrender of the Third Reich, the world discovered the full horror of Adolph Hitler's genocidal system. Hitler's Nazi death camps were meticulously designed to kill on a scale never before seen in the history of humanity. With the el... Read all"
Nature Adventures with Terri and Todd,2018,0,0,10/100,0,0,1,0,0.0,10.0,,Terri and Todd explore the creatures and landscapes throughout all of nature in hopes of having fun and encouraging others to get out and explore themselves.
Breakfast with Bevan,2013,0,0,10/100,0,0,1,0,0.0,10.0,,"Teen Vogue style features director Andrew Bevan brings you along on his breakfast dates with celebrity friends, giving you a real-life peek at stars and their social lives. In each episode, they'll grab a bite and gab about everything from last night's party to never-before-heard... Read all"
Loki,2021,16+,8.5/10,95/100,0,0,0,1,8.5,95.0,Action Adventure Fantasy,The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”
The Mandalorian,2019,16+,8.8/10,94/100,0,0,0,1,8.8,94.0,Action Adventure Fantasy,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic."
WandaVision,2021,16+,8.0/10,89/100,0,0,0,1,8.0,89.0,Action Comedy Drama,"Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as it seems."
The Falcon and the Winter Soldier,2021,16+,7.4/10,86/100,0,0,0,1,7.4,86.0,Action Adventure Drama,"Following the events of 'Avengers: Endgame,' Sam Wilson/Falcon and Bucky Barnes/Winter Soldier team up in a global adventure that tests their abilities -- and their patience."
Star Wars: The Clone Wars,2008,7+,8.3/10,85/100,0,0,0,1,8.3,85.0,Animation Action Adventure,Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.
Once Upon a Time,2011,7+,7.7/10,83/100,0,0,0,1,7.7,83.0,Adventure Fantasy Romance,A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.
Agent Carter,2015,7+,7.9/10,82/100,0,0,0,1,7.9,82.0,Action Adventure Crime,"In 1946, Peggy Carter is relegated to secretarial duties in the Strategic Scientific Reserve (SSR). When Howard Stark is accused of treason, he secretly recruits Peggy to clear his name with the help of his butler, Edwin Jarvis."
The Bad Batch,2021,7+,8.2/10,82/100,1,0,0,1,8.2,82.0,Action Horror Mystery,"In a desert dystopia, a young woman is kidnapped by cannibals."
