title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,disney+,imdb_raw,rotten_raw,themes,description
Awkward.,2011,16+,7.5/10,78/100,0,1,0,0,7.5,78.0,Comedy Drama Romance,"An unpopular 15-year-old gains immediate, yet unwanted, popularity at her high school when the student body mistakes an accident she has for a suicide attempt."
Raising Hope,2010,16+,8.0/10,78/100,0,1,0,0,8.0,78.0,Comedy Family,"Jimmy becomes a single parent to an infant after her mother, with whom he had a one-night stand, ends up on Death Row."
Castle Rock,2018,18+,7.6/10,77/100,0,1,0,0,7.6,77.0,Drama Fantasy Horror,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock."
The Last Ship,2014,16+,7.5/10,77/100,0,1,0,0,7.5,77.0,Action Drama Sci-Fi,The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.
Cruel Summer,2021,16+,7.5/10,77/100,0,1,1,0,7.5,77.0,Drama Mystery Thriller,"In a small Texas town, popular teen Kate, is abducted. Seemingly unrelated, a girl named Jeanette goes from being a sweet, awkward outsider to the most popular girl in town, but by 1995 she has become the most-despised person in America."
Chicago Fire,2012,16+,8.0/10,77/100,0,1,0,0,8.0,77.0,Action Drama,"The story of firefighters and paramedics in the city of Chicago, both on a personal and professional level."
Better Off Ted,2009,7+,8.2/10,77/100,0,1,0,0,8.2,77.0,Comedy Sci-Fi,"In an amoral science-based company, a manager tries to keep control of his scientists while being pressured by his shrewd boss."
Prodigal Son,2019,16+,7.7/10,77/100,0,1,0,0,7.7,77.0,Crime Drama Mystery,"Malcolm Bright, one of the best criminal psychologists around, uses his twisted genius to help the NYPD solve crimes."
Timeless,2016,7+,7.7/10,77/100,0,1,0,0,7.7,77.0,Action Adventure Drama,An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.
Devs,2020,18+,7.7/10,77/100,0,1,0,0,7.7,77.0,Drama Mystery Sci-Fi,"A computer engineer investigates the secretive development division in her company, which she believes is behind the disappearance of her boyfriend."
You're the Worst,2014,18+,8.1/10,77/100,0,1,0,0,8.1,77.0,Comedy Drama Romance,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship."
Elfen Lied,2004,18+,8.0/10,77/100,0,1,1,0,8.0,77.0,Animation Action Drama,"Two university students come across a seemingly harmless girl named Lucy, unaware that she's actually a mutant serial killer with a split personality."
Please Like Me,2013,18+,8.5/10,77/100,0,1,0,0,8.5,77.0,Comedy Drama Romance,"Twenty something Josh is going through a number of big changes as he navigates his first decade of adulthood. After being dumped by his girlfriend, he comes to the realization that he is gay."
Lethal Weapon,2016,16+,7.9/10,77/100,0,1,0,0,7.9,77.0,Action Comedy Crime,A slightly unhinged cop is partnered with a veteran detective trying to maintain a low stress level in his life.
The Last Man on Earth,2015,16+,7.3/10,77/100,0,1,0,0,7.3,77.0,Action Comedy Drama,"Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
TRIGUN,1998,16+,8.3/10,77/100,0,1,0,0,8.3,77.0,Animation Action Adventure,Vash the Stampede is the most infamous outlaw on the planet Gunsmoke and with a 60 billion double dollar price on his head the most sought after!
My So-Called Life,1994,16+,8.3/10,76/100,0,1,0,0,8.3,76.0,Comedy Drama Romance,"A 15-year-old girl and her trials and tribulations of being a teenager and dealing with friends, guys, parents, and school."
Little Fires Everywhere,2020,18+,7.7/10,76/100,0,1,0,0,7.7,76.0,Drama,"Based on Celeste Ng's 2017 bestseller, ""Little Fires Everywhere"" follows the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives."
The Librarians,2014,16+,7.3/10,76/100,0,1,0,0,7.3,76.0,Action Adventure Comedy,"A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts."
In the Flesh,2013,18+,8.0/10,76/100,0,1,0,0,8.0,76.0,Comedy Drama Horror,"Four years after the Rising, the government starts to rehabilitate the Undead for reentry into society, including teenager Kieren Walker, who returns to his small Lancashire village to face a hostile reception, as well as his own demons."
The Exorcist,2016,16+,8.0/10,76/100,0,1,0,0,8.0,76.0,Horror,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter."
American Dad!,2005,16+,7.3/10,76/100,0,1,0,0,7.3,76.0,Animation Comedy,"The random escapades of Stan Smith, a conservative C.I.A. Agent dealing with family life, and keeping America safe, all in the most absurd way possible."
Ramy,2019,18+,8.1/10,76/100,0,1,0,0,8.1,76.0,Comedy Drama Romance,"In New Jersey, Ramy, son of Egyptian immigrants, begins a spiritual journey, divided between his Muslim community, God and his friends who see endless possibilities."
Chicago P.D.,2014,16+,8.1/10,76/100,0,1,0,0,8.1,76.0,Action Crime Drama,"Follows District 21 of the Chicago Police Department, made up of two different groups: the uniformed cops and the Intelligence Unit."
Runaways,2017,16+,7.0/10,76/100,0,1,0,1,7.0,76.0,Action Drama Sci-Fi,"After discovering their parents are super-villains in disguise, a group of teenagers band together to run away from their homes in order to atone for their parents' actions and to discover the secrets of their origins."
Runaways,2017,16+,7.0/10,76/100,0,1,0,1,7.0,76.0,Action Drama Sci-Fi,"After discovering their parents are super-villains in disguise, a group of teenagers band together to run away from their homes in order to atone for their parents' actions and to discover the secrets of their origins."
Rescue Me,2004,18+,8.3/10,76/100,0,1,0,0,8.3,76.0,Comedy Drama,Tommy Gavin deals with the fears of his job as a firefighter and seeing his ex-wife dating other men.
Shadowhunters,2016,16+,6.6/10,76/100,0,1,0,0,6.6,76.0,Action Drama Fantasy,"After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters."
Everybody Hates Chris,2005,7+,7.4/10,76/100,0,1,0,0,7.4,76.0,Comedy Drama Music,A young African-American teen attempts to survive with his dysfunctional family and his all-white school in the 1980s.
Stargate Universe,2009,16+,7.6/10,76/100,0,1,0,0,7.6,76.0,Drama Sci-Fi,"Trapped on an Ancient spaceship billions of light-years from home, a group of soldiers and civilians struggle to survive and find their way back to Earth."
PEN15,2019,18+,8.0/10,76/100,0,1,0,0,8.0,76.0,Comedy,The comedic story of middle school seen through the eyes of two 7th grade girls dealing with the awkwardness of being a teenager.
My Mad Fat Diary,2013,16+,8.4/10,76/100,0,1,0,0,8.4,76.0,Comedy Drama Romance,"Set in the mid-90s at the height of Cool Britannia, a drama based on real diaries takes an honest look at teenage life through the eyes of funny, music-mad Rae"
RuPaul's Drag Race All Stars,2012,16+,8.5/10,76/100,0,1,0,0,8.5,76.0,Game-Show Reality-TV,New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.
The Gifted,2017,16+,7.3/10,75/100,0,1,0,0,7.3,75.0,Action Drama Fantasy,"In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity."
Future Man,2017,18+,7.7/10,75/100,0,1,0,0,7.7,75.0,Action Adventure Comedy,"Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity."
Prime Suspect,1991,18+,8.4/10,75/100,0,1,0,0,8.4,75.0,Crime Drama Mystery,A female police detective investigates a series of serial murders while dealing with sexist hostility from her male comrades.
Better Things,2016,18+,7.8/10,75/100,0,1,0,0,7.8,75.0,Comedy Drama,An actress raises her three daughters while juggling the pressures of working in Hollywood and being a single parent.
Sleepy Hollow,2013,16+,7.4/10,75/100,0,1,0,0,7.4,75.0,Fantasy Horror Mystery,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman."
Regular Show,2010,7+,8.4/10,75/100,0,1,0,0,8.4,75.0,Animation Action Adventure,The daily surreal adventures of a blue jay and raccoon duo that attempt to deal with their mundane jobs as groundskeepers at the local park.
M*A*S*H,1972,7+,8.4/10,75/100,0,1,0,0,8.4,75.0,Comedy Drama War,The staff of an Army hospital in the Korean War find that laughter is the best way to deal with their situation.
Top of the Lake,2013,18+,7.5/10,75/100,0,1,0,0,7.5,75.0,Crime Drama Mystery,"Obsessed with the disappearance of a 12-year-old pregnant girl near a freezing lake in New Zealand, a brave detective will find herself up against small-town secrets and a side of herself that was meticulously kept at bay."
Switched at Birth,2011,16+,7.7/10,75/100,0,1,0,0,7.7,75.0,Drama Family Romance,Two teenage girls' lives are turned upside down when they find out they were switched at birth.
Wayward Pines,2015,16+,7.4/10,75/100,0,1,0,0,7.4,75.0,Drama Mystery Sci-Fi,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive."
Saturday Night Live,1975,16+,8.0/10,75/100,0,1,0,0,8.0,75.0,Comedy Music,A famous guest host stars in parodies and sketches created by the cast of this witty show.
Staged,2020,0,8.6/10,75/100,0,1,0,0,8.6,75.0,Comedy Drama,"David Tennant and Michael Sheen star as two actors whose West End play has been put on hold due to Covid-19, but whose director has persuaded them to carry on rehearsing online."
Dragon Ball Super,2015,7+,8.4/10,75/100,0,1,0,0,8.4,75.0,Animation Action Adventure,"Six months after the defeat of Majin Buu, The mighty Saiyan Son Goku continues his quest on becoming stronger."
Fresh Off the Boat,2015,7+,7.8/10,75/100,0,1,0,0,7.8,75.0,Comedy,A Taiwanese family makes their way in America during the 1990s.
The Mighty Boosh,2004,16+,8.3/10,75/100,0,1,0,0,8.3,75.0,Comedy Fantasy Musical,"Surreal British comedy in which Vince Noir and Howard Moon have adventures filled with oddball characters while working as Zoo Keepers, before pursuing a musical career and running a second-hand shop."
Cardinal,2017,18+,7.7/10,74/100,0,1,0,0,7.7,74.0,Crime Drama Mystery,"Cardinal struggles to right past wrongs that could derail his investigation and end his career, as the case grows more violent and twisted and the clock ticks down on the killer's next victim."
Absolutely Fabulous,1992,16+,8.1/10,74/100,0,1,0,0,8.1,74.0,Comedy,"The wild misadventures of Edina ""Eddy"" Monsoon and her best friend Patsy Stone, who live in a nearly constant haze of drugged, drunken selfishness."
Letterkenny,2016,18+,8.6/10,74/100,0,1,0,0,8.6,74.0,Comedy,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town."
Scream Queens,2015,16+,7.1/10,74/100,0,1,0,0,7.1,74.0,Comedy Horror Mystery,"A semi-anthology series that centers on characters being terrorized by a serial killer in different locations, including a university and a hospital."
Wilfred,2011,18+,7.8/10,74/100,0,1,0,0,7.8,74.0,Comedy Drama Mystery,The story of a depressed man who inexplicably is the only one who can see his neighbor's dog as a full grown man in a dog suit.
Deutschland,2015,18+,8.1/10,74/100,0,1,0,0,8.1,74.0,Drama Romance Thriller,"Martin Rauch is recruited by the HVA to infiltrate the West Germany army. As a rookie spy, his decisions constantly put his cover at risk and force his agency to take extreme measures."
Brockmire,2017,18+,8.0/10,74/100,0,1,0,0,8.0,74.0,Comedy Drama Sport,"A famed Major League Baseball announcer who suffers an embarrassing, very public meltdown live on-air after discovering his beloved wife's serial infidelity, decides to reclaim his career and love life in a small town a decade later."
The Unit,2006,16+,8.1/10,74/100,0,1,0,0,8.1,74.0,Action Drama Thriller,Hour long show which looks at the life of American super-secret operators.
Genius,2017,16+,8.3/10,74/100,1,1,1,1,8.3,74.0,Biography Drama History,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius."
Mayans M.C.,2018,18+,7.6/10,74/100,0,1,0,0,7.6,74.0,Crime Drama Thriller,"Set in a post-Jax Teller world, ""Mayans MC"" sees EZ Reyes, a former golden boy now fresh out of prison, as a prospect in the Mayan MC charter on the California-Mexico border who must carve out his new outlaw identity."
black-ish,2014,16+,7.1/10,74/100,0,1,0,0,7.1,74.0,Comedy,"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood."
CSI: Crime Scene Investigation,2000,16+,7.6/10,74/100,0,1,0,0,7.6,74.0,Crime Drama Mystery,Series following an elite team of police forensic evidence investigation experts as they work their cases in Las Vegas.
Tokyo Ghoul,2014,16+,7.8/10,74/100,0,1,0,0,7.8,74.0,Animation Action Drama,"A Tokyo college student is attacked by a ghoul, a superpowered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run."
MythBusters,2003,7+,8.3/10,74/100,0,1,0,0,8.3,74.0,Documentary Mystery Reality-TV,A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.
Don't Trust the B---- in Apartment 23,2012,16+,7.3/10,74/100,0,1,0,0,7.3,74.0,Comedy,"Chloe is a New York party girl with the morals of a pirate. She causes trouble for her naive small town roommate, June, and Chloe's best friend, James Van Der Beek."
Sailor Moon,1992,16+,7.8/10,74/100,0,1,0,0,7.8,74.0,Animation Action Adventure,"A group of schoolgirls discover they are incarnations of super-powered alien princesses, and use their abilities to defend the earth."
One Tree Hill,2003,16+,7.7/10,74/100,0,1,0,0,7.7,74.0,Drama Romance Sport,"Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
Nip/Tuck,2003,18+,7.6/10,74/100,0,1,0,0,7.6,74.0,Drama,The dark and twisted trials of two plastic surgeons.
Looking for Alaska,2019,18+,8.1/10,74/100,0,1,0,0,8.1,74.0,Drama Romance,A new arrival at a boarding school falls in love with a beguiling female student.
New Amsterdam,2018,16+,8.1/10,74/100,0,1,0,0,8.1,74.0,Drama,A new medical director breaks the rules to heal the system at America's oldest public hospital.
The Golden Girls,1985,7+,8.0/10,74/100,0,1,0,0,8.0,74.0,Comedy Drama,"Four previously married women live together in Miami, sharing their various experiences together and enjoying themselves despite hard times. Reruns every day at 21.30 and 22.00 on the Dutch channel RTL Lounge since 09/11/2022."
Cougar Town,2009,7+,7.0/10,73/100,0,1,1,0,7.0,73.0,Comedy Romance,"Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida."
The Purge,2018,18+,6.5/10,73/100,0,1,0,0,6.5,73.0,Horror Sci-Fi Thriller,"A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal."
Catch-22,2019,18+,7.8/10,73/100,0,1,1,0,7.8,73.0,Action Adventure Comedy,Limited series adaptation of the classic Joseph Heller novel. Follows Captain John Yossarian and airmen in World War II.
The Rookie,2018,16+,8.0/10,73/100,0,1,0,1,8.0,73.0,Action Crime Drama,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis."
Married... with Children,1987,7+,8.0/10,73/100,0,1,0,0,8.0,73.0,Comedy,"With a pay check that is lower than what the local beggar is earning, and with a wife and two children whose only interest is to rob him of his last cents, shoe-salesman Al Bundy is lucky if he can sit down in front of the TV with an ice-cold beer, or sneak out to the local Nudy ... Read all"
The Looming Tower,2018,18+,8.0/10,73/100,0,1,0,0,8.0,73.0,Drama History,A look at how the rivalry between the CIA and FBI inadvertently set the stage for the tragedy of 9/11 and the war in Afghanistan.
Blindspot,2015,16+,7.4/10,73/100,0,1,0,0,7.4,73.0,Action Crime Drama,Jane Doe is found in Times Square with no memory and mysterious tattoos on her body.
Steven Universe,2013,7+,8.2/10,73/100,0,1,0,0,8.2,73.0,Animation Action Adventure,"A team of intergalactic warriors fights to protect the Earth, but the combination of three highly trained beings and one quirky young boy leaves the team struggling to overcome the dangerous scenarios that are put in front of them."
Nashville,2012,7+,7.7/10,73/100,0,1,0,0,7.7,73.0,Drama Music Romance,"Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee."
Salem,2014,18+,7.2/10,73/100,0,1,0,0,7.2,73.0,Drama Fantasy Horror,Supernatural horror loosely based on Salem's 17th century witch trials.
